#truck 2
1 12000 2450 2800 20411 10432 914 9979 10700
2 10000 2400 2800 15000 8700 700 6300 8800
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2400
#demand 25
1 1 1345 1
2 2 745 1
3 3 891 2
4 4 1335 2
5 5 1124 2
6 1 515 1
7 2 1440 1
8 3 1238 3
9 4 818 1
10 5 536 2
11 1 1000 2
12 2 659 1
13 3 1187 1
14 4 896 1
15 5 880 1
16 5 774 3
17 2 1440 3
18 3 1238 1
19 4 818 3
20 5 536 2
21 1 1345 1
22 2 745 1
23 3 891 2
24 4 1335 3
25 5 1124 2
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0


