#truck 2
1 12800 2450 2800 20411 10432 914 9979 10700
2 10000 2400 2200 15000 8700 700 6300 8800
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2400
#demand 20
1 2 1161 1
2 3 715 1
3 4 517 3
4 5 962 2
5 6 771 1
6 7 1468 3
7 8 996 3
8 9 1158 3
9 10 1456 1
10 1 527 3
11 2 1440 2
12 3 540 2
13 4 1354 3
14 5 1025 1
15 6 1151 3
16 7 604 1
17 8 999 2
18 9 1307 2
19 10 872 1
20 1 864 1
#distances 10 10
0	1311	918	987	1240	1531	910	681	861	1044	1479
1311	0	575	361	1127	1508	607	671	686	607	1317
918	575	0	243	644	1040	34	543	112	151	882
987	361	243	0	873	1268	277	437	347	339	1099
1240	1127	644	873	0	397	615	1150	575	538	255
1531	1508	1040	1268	397	0	1010	1535	967	932	206
910	607	34	277	615	1010	0	562	80	143	855
681	671	543	437	1150	1535	562	0	580	692	1400
861	686	112	347	575	967	80	580	0	184	822
1044	607	151	339	538	932	143	692	184	0	760
1479	1317	882	1099	255	206	855	1400	822	760	0
