#truck 5
1 12800 2450 2800 20411 10432 914 9979 10700
2 10000 2400 2200 15000 8700 700 6300 8800
3 12800 2450 2800 20411 10432 914 9979 10700
4 12800 2450 2200 20411 10432 914 9979 10700
5 12800 2450 2200 20411 10432 914 9979 10700
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2400
#demand 50
1 2 638 3
2 3 658 2
3 4 1347 1
4 5 1077 3
5 1 656 1
6 2 638 3
7 3 713 3
8 4 1335 2
9 5 807 1
10 1 874 1
11 2 572 1
12 3 613 3
13 4 1307 1
14 5 586 3
15 1 912 1
16 2 1466 3
17 3 1045 3
18 4 1196 3
19 5 1422 2
20 1 1185 3
21 2 1241 2
22 3 1443 3
23 4 682 2
24 5 714 3
25 1 1282 3
26 2 1177 3
27 3 779 3
28 4 918 1
29 5 1005 2
30 1 946 3
31 2 1500 1
32 3 635 1
33 4 1104 3
34 5 931 3
35 1 932 1
36 2 1322 3
37 3 1363 2
38 4 1051 1
39 5 912 2
40 1 1094 3
41 2 728 2
42 3 625 1
43 4 514 2
44 5 885 2
45 1 1095 3
46 2 837 2
47 3 1179 1
48 4 971 3
49 5 1255 3
50 1 1323 2
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0

