#truck 2
1 13500 2450 2450 24411 12432 914 11979 12716
#pallet 3
1 1200 1600 1800
#demand 25
1 2 1528 1
2 3 1139 1
3 4 1656 1
4 5 1406 1
5 1 1849 1
6 2 1537 1
7 3 1194 1
8 4 1673 1
9 5 1695 1
10 1 1739 1
11 2 1098 1
12 3 1376 1
13 4 1243 1
14 5 1000 1
15 1 1198 1
16 2 1397 1
17 3 1896 1
18 4 1650 1
19 5 1214 1
20 1 1358 1
21 2 1223 1
22 3 1800 1
23 4 1116 1
24 5 1158 1
25 1 1697 1
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0


