#truck 4
1 12800 2450 2800 20411 10432 914 9979 10700
#pallet 3
1 1200 1600 1800
#demand 40
1 2 689 1
2 3 780 1
3 4 594 2
4 5 1407 1
5 6 991 1
6 7 1375 1
7 8 519 1
8 9 1023 1
9 10 630 1
10 1 1451 1
11 2 589 1
12 3 587 1
13 4 1118 1
14 5 524 1
15 6 550 1
16 7 635 1
17 8 1182 1
18 9 516 1
19 10 1208 1
20 1 1011 1
21 2 1159 1
22 3 1062 1
23 4 580 1
24 5 1458 1
25 6 509 1
26 7 1187 1
27 8 1237 1
28 9 1005 1
29 10 1396 1
30 1 776 1
31 2 905 1
32 3 746 1
33 4 1004 1
34 5 655 1
35 6 1235 1
36 7 1045 1
37 8 1357 1
38 9 843 1
39 10 793 1
40 1 1433 1
#distances 10 10
0	1311	918	987	1240	1531	910	681	861	1044	1479
1311	0	575	361	1127	1508	607	671	686	607	1317
918	575	0	243	644	1040	34	543	112	151	882
987	361	243	0	873	1268	277	437	347	339	1099
1240	1127	644	873	0	397	615	1150	575	538	255
1531	1508	1040	1268	397	0	1010	1535	967	932	206
910	607	34	277	615	1010	0	562	80	143	855
681	671	543	437	1150	1535	562	0	580	692	1400
861	686	112	347	575	967	80	580	0	184	822
1044	607	151	339	538	932	143	692	184	0	760
1479	1317	882	1099	255	206	855	1400	822	760	0
