#truck 5
1 12800 2450 2800 20411 10432 914 9979 10700
#pallet 1
1 1200 1600 1800
#demand 50
1 2 638 1
2 3 658 1
3 4 1347 1
4 5 1077 1
5 1 656 1
6 2 638 1
7 3 713 1
8 4 1335 1
9 5 807 1
10 1 874 1
11 2 572 1
12 3 613 1
13 4 1307 1
14 5 586 1
15 1 912 1
16 2 1466 1
17 3 1045 1
18 4 1196 1
19 5 1422 1
20 1 1185 1
21 2 1241 1
22 3 1443 1
23 4 682 1
24 5 714 1
25 1 1282 1
26 2 1177 1
27 3 779 1
28 4 918 1
29 5 1005 1
30 1 946 1
31 2 1500 1
32 3 635 1
33 4 1104 1
34 5 931 1
35 1 932 1
36 2 1322 1
37 3 1363 1
38 4 1051 1
39 5 912 1
40 1 1094 1
41 2 728 1
42 3 625 1
43 4 514 1
44 5 885 1
45 1 1095 1
46 2 837 1
47 3 1179 1
48 4 971 1
49 5 1255 1
50 1 1323 1
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0

