#truck 2
1 12800 2450 2800 20411 10432 914 9979 10700
#pallet 3
1 1200 1600 1800
#demand 25
1 1 1345 1
2 2 745 1
3 3 891 1
4 4 1335 1
5 5 1124 1
6 1 515 1
7 2 1440 1
8 3 1238 1
9 4 818 1
10 5 536 1
11 1 1000 1
12 2 659 1
13 3 1187 1
14 4 896 1
15 5 880 1
16 5 774 1
17 2 1440 1
18 3 1238 1
19 4 818 1
20 5 536 1
21 1 1345 1
22 2 745 1
23 3 891 1
24 4 1335 1
25 5 1124 1
#distances 5 5
0	1134	870	1357	826	681
1134	0	373	435	653	834
870	373	0	779	288	462
1357	435	779	0	1068	1226
826	653	288	1068	0	217
681	834	462	1226	217	0

