#truck 2
1 12000 2450 2800 20411 10432 914 9979 10700
#pallet 3
1 1200 1600 1800
#demand 25
1 2 744 1
2 3 609 1
3 4 368 1
4 5 693 1
5 1 482 1
6 2 585 1
7 3 309 1
8 4 378 1
9 5 271 1
10 1 384 1
11 2 541 1
12 3 424 1
13 4 329 1
14 5 481 1
15 1 567 1
16 2 621 1
17 3 735 1
18 4 574 1
19 5 620 1
20 1 404 1
21 2 466 1
22 3 559 1
23 4 638 1
24 5 302 1
25 1 498 1
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0

