#truck 2
1 12800 2450 2800 20411 10432 914 9979 10700
#pallet 3
1 1200 1600 1800
#demand 20
1 2 316 1
2 3 380 1
3 4 486 1
4 5 521 1
5 6 395 1
6 7 483 1
7 8 446 1
8 9 350 1
9 10 673 1
10 1 448 1
11 2 432 1
12 3 433 1
13 4 631 1
14 5 550 1
15 6 545 1
16 7 305 1
17 8 474 1
18 9 706 1
19 10 641 1
20 1 302 1
#distances 10 10
0	1311	918	987	1240	1531	910	681	861	1044	1479
1311	0	575	361	1127	1508	607	671	686	607	1317
918	575	0	243	644	1040	34	543	112	151	882
987	361	243	0	873	1268	277	437	347	339	1099
1240	1127	644	873	0	397	615	1150	575	538	255
1531	1508	1040	1268	397	0	1010	1535	967	932	206
910	607	34	277	615	1010	0	562	80	143	855
681	671	543	437	1150	1535	562	0	580	692	1400
861	686	112	347	575	967	80	580	0	184	822
1044	607	151	339	538	932	143	692	184	0	760
1479	1317	882	1099	255	206	855	1400	822	760	0
