#truck 1
1 13500 2450 2450 24411 12432 914 11979 12716
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2100
#demand 16
1 2 1237 3
2 3 1611 3
3 4 1214 3
4 5 1516 3
5 1 1351 1
6 2 1091 3
7 3 1372 1
8 4 1754 2
9 5 1405 1
10 1 1708 3
11 2 1172 2
12 3 1419 1
13 4 1424 3
14 5 1939 2
15 1 1272 1
16 2 1640 2
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0

