#truck 2
1 13500 2450 2450 24411 12432 914 11979 12716
2 10000 2400 2800 15000 8700 700 6300 8800
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2400
#demand 25
1 2 1528 2
2 3 1139 2
3 4 1656 3
4 5 1406 3
5 1 1849 3
6 2 1537 2
7 3 1194 2
8 4 1673 1
9 5 1695 2
10 1 1739 2
11 2 1098 1
12 3 1376 1
13 4 1243 3
14 5 1000 1
15 1 1198 1
16 2 1397 3
17 3 1896 3
18 4 1650 3
19 5 1214 1
20 1 1358 2
21 2 1223 2
22 3 1800 2
23 4 1116 1
24 5 1158 2
25 1 1697 1
#distances 5 5
0	1311	918	987	1240	1531
1311	0	575	361	1127	1508
918	575	0	243	644	1040
987	361	243	0	873	1268
1240	1127	644	873	0	397
1531	1508	1040	1268	397	0


