#truck 4
1 13500 2450 2450 24411 12432 914 11979 12716
2 10000 2400 2200 15000 7500 700 7500 8800
3 7000 2400 1500 7000 3700 500 3300 6200
4 10000 2400 2200 15000 8700 700 6300 8800
#pallet 3
1 1200 1600 1800
2 1200 1600 1500
3 1200 1600 2400
#demand 40
1 2 1744 1
2 3 1296 3
3 4 1670 1
4 5 1263 2
5 6 1604 2
6 7 1059 2
7 8 1889 3
8 9 1116 2
9 10 1072 3
10 1 1257 3
11 2 1266 2
12 3 1744 3
13 4 1633 1
14 5 1771 3
15 6 1060 1
16 7 1443 3
17 8 1828 1
18 9 1135 1
19 10 1994 3
20 1 1575 2
21 2 1770 3
22 3 1342 2
23 4 1294 1
24 5 1627 1
25 6 1390 1
26 7 1714 3
27 8 1535 2
28 9 1238 3
29 10 1088 3
30 1 1954 1
31 2 1569 2
32 3 1298 1
33 4 1961 2
34 5 1898 3
35 6 1892 2
36 7 1201 2
37 8 1115 1
38 9 1641 2
39 10 1263 2
40 1 1978 3
#distances 10 10
0	1311	918	987	1240	1531	910	681	861	1044	1479
1311	0	575	361	1127	1508	607	671	686	607	1317
918	575	0	243	644	1040	34	543	112	151	882
987	361	243	0	873	1268	277	437	347	339	1099
1240	1127	644	873	0	397	615	1150	575	538	255
1531	1508	1040	1268	397	0	1010	1535	967	932	206
910	607	34	277	615	1010	0	562	80	143	855
681	671	543	437	1150	1535	562	0	580	692	1400
861	686	112	347	575	967	80	580	0	184	822
1044	607	151	339	538	932	143	692	184	0	760
1479	1317	882	1099	255	206	855	1400	822	760	0
